,Date,AMER3.SA,LAME4.SA,MGLU3.SA,AMZO34.SA,^BVSP,SELIC
229,2006-04-10,49.54457473754883,5464.58544921875,,,38475.0,0.052566
230,2006-04-12,47.689964294433594,5188.2861328125,,,38427.0,0.049143
231,2006-04-13,48.74974060058594,5373.099609375,,,38082.0,0.060452
232,2006-04-17,47.46917724609375,5513.705078125,,,38462.0,0.060452
233,2006-04-18,47.557491302490234,5641.4169921875,,,39572.0,0.060452
234,2006-04-19,47.2042350769043,5586.77099609375,,,39938.0,0.060417
235,2006-04-20,47.64580535888672,5519.84521484375,,,39775.0,0.057852
236,2006-04-24,49.2354736328125,5416.07958984375,,,39751.0,0.057817
237,2006-04-25,49.986148834228516,5403.185546875,,,39738.0,0.057817
238,2006-04-26,50.295249938964844,5403.185546875,,,40410.0,0.057817
239,2006-04-27,48.92637252807617,5268.10595703125,,,39751.0,0.057852
240,2006-04-28,49.89783477783203,5335.6455078125,,,40363.0,0.057886
241,2006-05-01,49.89783477783203,5335.6455078125,,,,0.065567
242,2006-05-04,46.36524200439453,5341.171875,,,40976.0,0.060452
243,2006-05-05,46.98344802856445,5329.505859375,,,41417.0,0.058126
244,2006-05-09,48.56428146362305,33569.1328125,,,41979.0,0.052635
245,2006-05-10,47.689964294433594,32815.140625,,,41752.0,0.052566
246,2006-05-12,44.15737533569336,32060.537109375,,,40223.0,0.049178
247,2006-05-15,42.39107894897461,30928.939453125,,,39271.0,0.058023
248,2006-05-16,42.21445083618164,30363.447265625,,,39416.0,0.058126
249,2006-05-17,40.624786376953125,30721.408203125,,,38291.0,0.057817
250,2006-05-18,39.308895111083984,30721.408203125,,,37807.0,0.057817
251,2006-05-19,39.30006408691406,30721.408203125,,,37733.0,0.057749
252,2006-05-22,35.74980926513672,30721.408203125,,,36497.0,0.057749
253,2006-05-23,36.73893737792969,29948.3828125,,,36110.0,0.057783
254,2006-05-24,34.88432693481445,29759.88671875,,,35792.0,0.057749
255,2006-05-25,38.7613410949707,29420.345703125,,,37569.0,0.057783
256,2006-05-26,41.94950485229492,30928.939453125,,,38506.0,0.057749
257,2006-05-29,41.69339370727539,30928.939453125,,,38145.0,0.057783
258,2006-05-30,40.61595153808594,31495.044921875,,,36413.0,0.057749
259,2006-05-31,41.48143768310547,30551.943359375,,,36530.0,0.057749
260,2006-06-01,40.23619842529297,30419.93359375,,,37748.0,0.065534
261,2006-06-02,39.30006408691406,30551.943359375,,,37942.0,0.063238
262,2006-06-06,38.48756790161133,29797.33984375,,,36558.0,0.056063
263,2006-06-07,36.49165344238281,29721.818359375,,,35264.0,0.056097
264,2006-06-09,35.32590103149414,28251.29296875,,,35075.0,0.0526
265,2006-06-12,34.45158386230469,28665.740234375,,,33555.0,0.049143
266,2006-06-13,31.175106048583984,27911.751953125,,,32848.0,0.056132
267,2006-06-14,34.433921813964844,26587.357421875,,,32941.0,0.056097
268,2006-06-16,38.41691589355469,25648.552734375,,,34399.0,0.056097
269,2006-06-19,36.56230545043945,26214.044921875,,,33897.0,0.056097
270,2006-06-20,36.120731353759766,25573.03125,,,33632.0,0.056097
271,2006-06-21,37.975341796875,25837.05078125,,,34547.0,0.056097
272,2006-06-22,38.50522994995117,26742.083984375,,,34317.0,0.056097
273,2006-06-23,38.28444290161133,27723.25390625,,,34661.0,0.056063
274,2006-06-26,38.41691589355469,27723.25390625,,,34631.0,0.056097
275,2006-06-27,36.82725143432617,27081.625,,,34376.0,0.056097
276,2006-06-28,36.03241729736328,27534.142578125,,,34835.0,0.056097
277,2006-06-29,37.975341796875,27157.146484375,,,36487.0,0.056097
278,2006-06-30,38.408084869384766,28288.74609375,,,36631.0,0.056097
279,2006-07-03,38.151973724365234,29420.345703125,,,37357.0,0.063305
280,2006-07-04,40.624786376953125,30645.88671875,,,37367.0,0.060452
281,2006-07-06,39.2205810546875,29831.109375,,,36533.0,0.056063
282,2006-07-07,39.74163818359375,31287.513671875,,,36102.0,0.056097
283,2006-07-11,37.957679748535156,30174.94921875,,,36554.0,0.050928
284,2006-07-12,37.6220817565918,30174.94921875,,,36230.0,0.049143
285,2006-07-13,36.29736328125,29457.798828125,,,35354.0,0.056097
286,2006-07-14,35.23758316040039,28530.046875,,,35350.0,0.056097
287,2006-07-17,33.603763580322266,28530.046875,,,34866.0,0.056028
288,2006-07-18,33.55077362060547,28722.228515625,,,35130.0,0.056132
289,2006-07-19,35.32590103149414,29608.841796875,,,36785.0,0.056063
290,2006-07-20,35.50252914428711,29608.841796875,,,35847.0,0.054301
291,2006-07-21,35.32590103149414,30551.943359375,,,35510.0,0.054266
292,2006-07-24,35.31706619262695,30363.447265625,,,36224.0,0.054301
293,2006-07-25,35.23758316040039,30363.447265625,,,36681.0,0.054301
294,2006-07-26,35.06095504760742,30363.447265625,,,36594.0,0.054301
295,2006-07-27,35.67915725708008,30363.447265625,,,36888.0,0.054301
296,2006-07-28,36.915565490722656,30174.94921875,,,37381.0,0.054266
297,2006-07-31,36.16489028930664,30174.94921875,,,37077.0,0.054301
298,2006-08-02,33.86870574951172,30284.240234375,,,37288.0,0.063305
299,2006-08-03,33.33881759643555,31683.54296875,,,37451.0,0.063305
300,2006-08-08,34.442752838134766,32060.537109375,,,37600.0,0.054301
301,2006-08-09,35.33473205566406,31872.041015625,,,37255.0,0.0526
302,2006-08-11,36.73893737792969,31792.833984375,,,36944.0,0.050928
303,2006-08-14,37.84286880493164,31268.48046875,,,36557.0,0.054405
304,2006-08-15,39.035118103027344,31683.54296875,,,37296.0,0.054439
305,2006-08-16,39.27356719970703,31833.97265625,,,37678.0,0.054405
306,2006-08-17,38.858489990234375,32626.64453125,,,37559.0,0.054405
307,2006-08-18,38.24028778076172,32023.083984375,,,37552.0,0.054578
308,2006-08-21,36.65061950683594,31947.5625,,,37161.0,0.054439
309,2006-08-22,37.26882553100586,31694.595703125,,,36678.0,0.054405
310,2006-08-23,37.092193603515625,31305.93359375,,,35512.0,0.05437
311,2006-08-24,37.53376770019531,30740.44140625,,,35797.0,0.054405
312,2006-08-25,38.41691589355469,30551.943359375,,,35958.0,0.05437
313,2006-08-28,38.41691589355469,32060.537109375,,,36375.0,0.054405
314,2006-08-29,39.02628707885742,31687.2265625,,,36304.0,0.054405
315,2006-08-30,39.38837814331055,32249.03515625,,,36313.0,0.054335
316,2006-08-31,38.681861877441406,34889.2265625,,,36232.0,0.052635
317,2006-09-01,39.91826629638672,35832.328125,,,37329.0,0.065534
318,2006-09-05,41.331302642822266,34700.73046875,,,37368.0,0.058126
319,2006-09-06,41.86119079589844,34512.234375,,,36710.0,0.056063
320,2006-09-08,41.94950485229492,34776.25390625,,,36558.0,0.054301
321,2006-09-11,40.2626953125,34584.0703125,,,35772.0,0.050893
322,2006-09-13,40.801414489746094,33946.7421875,,,36550.0,0.0526
323,2006-09-14,39.92709732055664,33572.81640625,,,36154.0,0.0526
324,2006-09-15,39.29123306274414,34285.66796875,,,36170.0,0.0526
325,2006-09-18,38.84965896606445,33984.1953125,,,36483.0,0.052566
326,2006-09-19,37.975341796875,33192.13671875,,,35886.0,0.0526
327,2006-09-20,37.957679748535156,33192.13671875,,,35197.0,0.0526
328,2006-09-21,36.65061950683594,32060.537109375,,,34830.0,0.052635
329,2006-09-22,36.20021438598633,31683.54296875,,,34799.0,0.0526
330,2006-09-25,36.65061950683594,31683.54296875,,,34973.0,0.0526
331,2006-09-26,39.21175003051758,31600.65234375,,,35819.0,0.0526
332,2006-09-27,38.50522994995117,31965.982421875,,,36106.0,0.0526
333,2006-09-28,38.50522994995117,33079.16015625,,,36486.0,0.0526
334,2006-09-29,37.53376770019531,33343.1796875,,,36449.0,0.0526
335,2006-10-02,38.37276077270508,33343.1796875,,,37058.0,0.063305
336,2006-10-03,37.092193603515625,34644.2421875,,,36438.0,0.060758
337,2006-10-04,37.754554748535156,34964.75,,,37749.0,0.060452
338,2006-10-05,35.32590103149414,34135.23828125,,,37977.0,0.05792
339,2006-10-10,35.31706619262695,34546.00390625,,,38655.0,0.052566
340,2006-10-11,34.98147201538086,35455.3359375,,,38322.0,0.050823
341,2006-10-13,36.54464340209961,35474.3671875,,,38850.0,0.052566
342,2006-10-16,36.429832458496094,35077.7265625,,,39229.0,0.052566
343,2006-10-17,36.518150329589844,35296.921875,,,38898.0,0.052566
344,2006-10-18,36.56230545043945,34587.75390625,,,38686.0,0.052566
345,2006-10-19,35.2022590637207,36020.828125,,,38920.0,0.050858
346,2006-10-20,35.81163024902344,36586.93359375,,,38643.0,0.050788
347,2006-10-23,37.092193603515625,37340.92578125,,,39227.0,0.050823
348,2006-10-24,38.858489990234375,35798.55859375,,,39499.0,0.050858
349,2006-10-25,38.80550003051758,34927.296875,,,39563.0,0.050893
350,2006-10-26,37.6220817565918,34927.296875,,,39645.0,0.050893
351,2006-10-27,37.00387954711914,36775.4296875,,,39328.0,0.050858
352,2006-10-30,37.26882553100586,36288.53125,,,38900.0,0.050893
353,2006-10-31,38.63770294189453,36492.37890625,,,39263.0,0.050893
354,2006-11-01,39.75046920776367,36024.51171875,,,39930.0,0.065534
355,2006-11-07,41.94950485229492,37152.42578125,,,41048.0,0.056097
356,2006-11-08,42.170291900634766,38468.83984375,,,41334.0,0.054335
357,2006-11-09,40.668941497802734,37529.421875,,,40815.0,0.0526
358,2006-11-10,40.624786376953125,37563.8046875,,,40720.0,0.052566
359,2006-11-13,41.06635665893555,37563.8046875,,,40606.0,0.050893
360,2006-11-14,41.68456268310547,38095.52734375,,,41291.0,0.050858
361,2006-11-16,42.39107894897461,38718.12109375,,,41162.0,0.050823
362,2006-11-17,42.74433898925781,37718.53125,,,41029.0,0.050823
363,2006-11-20,42.74433898925781,37718.53125,,,,0.050893
364,2006-11-21,44.15737533569336,37718.53125,,,41570.0,0.050893
365,2006-11-22,46.36524200439453,41112.71484375,,,41913.0,0.050823
366,2006-11-23,53.695369720458984,41112.71484375,,,42070.0,0.050858
367,2006-11-24,57.395755767822266,39491.14453125,,,41758.0,0.050823
368,2006-11-27,55.417503356933594,39491.14453125,,,40915.0,0.050823
369,2006-11-28,57.183799743652344,39472.11328125,,,41043.0,0.050893
370,2006-11-29,57.22795867919922,40170.2265625,,,41970.0,0.050893
371,2006-11-30,56.78638458251953,39528.6015625,,,41932.0,0.049143
372,2006-12-01,58.72930908203125,39623.15625,,,41327.0,0.065534
373,2006-12-04,61.8203239440918,40807.55859375,,,42654.0,0.060452
374,2006-12-05,61.8203239440918,41112.71484375,,,43157.0,0.058058
375,2006-12-06,60.40728759765625,40320.65625,,,43096.0,0.056097
376,2006-12-07,59.524139404296875,41942.83984375,,,42909.0,0.056097
377,2006-12-12,57.40458679199219,43526.95703125,,,43018.0,0.049143
378,2006-12-13,59.17088317871094,42244.31640625,,,43285.0,0.049178
379,2006-12-14,59.524139404296875,42244.31640625,,,43755.0,0.049178
380,2006-12-15,60.46910858154297,42244.31640625,,,43596.0,0.049143
381,2006-12-18,60.36313247680664,41829.8671875,,,43509.0,0.049178
382,2006-12-19,59.17088317871094,41829.8671875,,,43590.0,0.049178
383,2006-12-20,58.950096130371094,41867.3203125,,,43502.0,0.049178
384,2006-12-21,59.17088317871094,42018.36328125,,,43385.0,0.049178
